[2025-06-01T17:50:05.032+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-06-01T17:50:05.052+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: log_monitoring_dag.start_log_producer scheduled__2025-06-01T17:45:00+00:00 [queued]>
[2025-06-01T17:50:05.060+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: log_monitoring_dag.start_log_producer scheduled__2025-06-01T17:45:00+00:00 [queued]>
[2025-06-01T17:50:05.061+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 2
[2025-06-01T17:50:05.075+0000] {taskinstance.py:2888} INFO - Executing <Task(BashOperator): start_log_producer> on 2025-06-01 17:45:00+00:00
[2025-06-01T17:50:05.201+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=709) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-06-01T17:50:05.202+0000] {standard_task_runner.py:72} INFO - Started process 710 to run task
[2025-06-01T17:50:05.201+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'log_monitoring_dag', 'start_log_producer', 'scheduled__2025-06-01T17:45:00+00:00', '--job-id', '76', '--raw', '--subdir', 'DAGS_FOLDER/log_monitoring_dag.py', '--cfg-path', '/tmp/tmpzawo9qte']
[2025-06-01T17:50:05.204+0000] {standard_task_runner.py:105} INFO - Job 76: Subtask start_log_producer
[2025-06-01T17:50:05.277+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/settings.py:209 DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
[2025-06-01T17:50:05.324+0000] {task_command.py:467} INFO - Running <TaskInstance: log_monitoring_dag.start_log_producer scheduled__2025-06-01T17:45:00+00:00 [running]> on host 61a0313acf02
[2025-06-01T17:50:05.326+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/settings.py:470 DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
[2025-06-01T17:50:05.899+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='log_monitoring_dag' AIRFLOW_CTX_TASK_ID='start_log_producer' AIRFLOW_CTX_EXECUTION_DATE='2025-06-01T17:45:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-06-01T17:45:00+00:00'
[2025-06-01T17:50:05.900+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-06-01T17:50:05.915+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2025-06-01T17:50:05.916+0000] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'cd /opt/***/app && python -u log_producer.py']
[2025-06-01T17:50:05.981+0000] {subprocess.py:86} INFO - Output:
[2025-06-01T17:50:08.518+0000] {subprocess.py:93} INFO - Sent log: {'timestamp': '2025-06-01T17:50:08.386773', 'level': 'ERROR', 'message': 'This is a log message'}
[2025-06-01T17:50:09.524+0000] {subprocess.py:93} INFO - Sent log: {'timestamp': '2025-06-01T17:50:09.521022', 'level': 'WARNING', 'message': 'This is a log message'}
[2025-06-01T17:50:10.527+0000] {subprocess.py:93} INFO - Sent log: {'timestamp': '2025-06-01T17:50:10.526545', 'level': 'ERROR', 'message': 'This is a log message'}
[2025-06-01T17:50:11.862+0000] {subprocess.py:93} INFO - Sent log: {'timestamp': '2025-06-01T17:50:11.861474', 'level': 'INFO', 'message': 'This is a log message'}
[2025-06-01T17:50:12.864+0000] {subprocess.py:93} INFO - Sent log: {'timestamp': '2025-06-01T17:50:12.863758', 'level': 'INFO', 'message': 'This is a log message'}
[2025-06-01T17:50:13.866+0000] {subprocess.py:93} INFO - Sent log: {'timestamp': '2025-06-01T17:50:13.866007', 'level': 'INFO', 'message': 'This is a log message'}
[2025-06-01T17:50:14.869+0000] {subprocess.py:93} INFO - Sent log: {'timestamp': '2025-06-01T17:50:14.868189', 'level': 'WARNING', 'message': 'This is a log message'}
[2025-06-01T17:50:15.616+0000] {subprocess.py:93} INFO - Sent log: {'timestamp': '2025-06-01T17:50:15.614939', 'level': 'ERROR', 'message': 'This is a log message'}
[2025-06-01T17:50:16.618+0000] {subprocess.py:93} INFO - Sent log: {'timestamp': '2025-06-01T17:50:16.617908', 'level': 'ERROR', 'message': 'This is a log message'}
[2025-06-01T17:50:17.621+0000] {subprocess.py:93} INFO - Sent log: {'timestamp': '2025-06-01T17:50:17.620506', 'level': 'INFO', 'message': 'This is a log message'}
[2025-06-01T17:50:18.623+0000] {subprocess.py:93} INFO - Sent log: {'timestamp': '2025-06-01T17:50:18.622671', 'level': 'ERROR', 'message': 'This is a log message'}
[2025-06-01T17:50:19.625+0000] {subprocess.py:93} INFO - Sent log: {'timestamp': '2025-06-01T17:50:19.624858', 'level': 'WARNING', 'message': 'This is a log message'}
[2025-06-01T17:50:20.754+0000] {subprocess.py:93} INFO - Sent log: {'timestamp': '2025-06-01T17:50:20.754504', 'level': 'INFO', 'message': 'This is a log message'}
[2025-06-01T17:50:21.756+0000] {subprocess.py:93} INFO - Sent log: {'timestamp': '2025-06-01T17:50:21.756432', 'level': 'INFO', 'message': 'This is a log message'}
[2025-06-01T17:50:22.846+0000] {subprocess.py:93} INFO - Sent log: {'timestamp': '2025-06-01T17:50:22.845210', 'level': 'INFO', 'message': 'This is a log message'}
[2025-06-01T17:50:23.849+0000] {subprocess.py:93} INFO - Sent log: {'timestamp': '2025-06-01T17:50:23.848041', 'level': 'WARNING', 'message': 'This is a log message'}
[2025-06-01T17:50:24.851+0000] {subprocess.py:93} INFO - Sent log: {'timestamp': '2025-06-01T17:50:24.850654', 'level': 'INFO', 'message': 'This is a log message'}
[2025-06-01T17:50:25.854+0000] {subprocess.py:93} INFO - Sent log: {'timestamp': '2025-06-01T17:50:25.853049', 'level': 'ERROR', 'message': 'This is a log message'}
[2025-06-01T17:50:26.857+0000] {subprocess.py:93} INFO - Sent log: {'timestamp': '2025-06-01T17:50:26.856493', 'level': 'ERROR', 'message': 'This is a log message'}
[2025-06-01T17:50:27.859+0000] {subprocess.py:93} INFO - Sent log: {'timestamp': '2025-06-01T17:50:27.859104', 'level': 'ERROR', 'message': 'This is a log message'}
[2025-06-01T17:50:28.861+0000] {subprocess.py:93} INFO - Sent log: {'timestamp': '2025-06-01T17:50:28.861397', 'level': 'ERROR', 'message': 'This is a log message'}
[2025-06-01T17:50:29.864+0000] {subprocess.py:93} INFO - Sent log: {'timestamp': '2025-06-01T17:50:29.863638', 'level': 'WARNING', 'message': 'This is a log message'}
[2025-06-01T17:50:30.869+0000] {subprocess.py:93} INFO - Sent log: {'timestamp': '2025-06-01T17:50:30.868501', 'level': 'ERROR', 'message': 'This is a log message'}
[2025-06-01T17:50:31.872+0000] {subprocess.py:93} INFO - Sent log: {'timestamp': '2025-06-01T17:50:31.871415', 'level': 'INFO', 'message': 'This is a log message'}
[2025-06-01T17:50:32.932+0000] {subprocess.py:93} INFO - Sent log: {'timestamp': '2025-06-01T17:50:32.931864', 'level': 'INFO', 'message': 'This is a log message'}
[2025-06-01T17:50:33.934+0000] {subprocess.py:93} INFO - Sent log: {'timestamp': '2025-06-01T17:50:33.934220', 'level': 'WARNING', 'message': 'This is a log message'}
